uuid	odkid	icode	psu	hhid	agreement	ict1_a	ict1_b	ict2_	ict2_96z	ict3_	ict4	ict5	ict6_	ict6_96z	ict2_1	ict2_2	ict2_3	ict2_4	ict2_5	ict2_6	ict2_7	ict2_96	ict3_1	ict3_2	ict3_3	ict3_4	ict3_5	ict6_1	ict6_2	ict6_3	ict6_4	ict6_5	ict6_6	ict6_7	ict6_8	ict6_9	ict6_10	ict6_96	region	urban	begin_time	dur_ict	corrected_dur_ict	year	month	day	date	start_date	end_date	time	start_time	end_time
20241002	uuid:8e95cfbb-875b-458b-9384-bfa4d7b67796	1893	11350731	2	Yes	Yes	Yes			4	Yes all of them	Every day	2 3 4 5 1		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	Tbilisi	Urban	2024-10-02T18:22:00.000+04:00	1	1	2024	10	2	2024/10/02	2024/10/02	2024/10/02	2024/10/02 19:02:32	2024/10/02 18:18:27	2024/10/02 19:00:28
20241022	uuid:8ea0817c-93c3-41b3-b419-70b67ab390e3	1715	29320223	5	Yes	Yes	Yes			4 2	Yes, but not all of them	Every day	2 3 1 4 5 6 9		0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	Kakheti	Rural	2024-10-20T16:32:00.000+04:00	1	1	2024	10	22	2024/10/22	2024/10/20	2024/10/20	2024/10/22 19:38:32	2024/10/20 16:29:04	2024/10/20 17:33:56
20241018	uuid:8ee1bac8-25da-4cb9-a70c-4e4d83b45359	1809	11250534	3	Yes	Yes	Yes			2 4	Yes all of them	Every day	4 2 3		0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Tbilisi	Urban	2024-10-18T16:20:00.000+04:00	1	1	2024	10	18	2024/10/18	2024/10/18	2024/10/18	2024/10/18 19:06:17	2024/10/18 16:18:12	2024/10/18 17:12:56
20240919	uuid:8ef2b998-5a3a-485a-a274-e15b51b32f89	1513	38340256	17	Yes	No	Yes			4	Yes, but not all of them	Every day	4 3 2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-09-19T19:15:00.000+04:00	0	0	2024	9	19	2024/09/19	2024/09/19	2024/09/19	2024/09/19 21:28:18	2024/09/19 19:13:35	2024/09/19 20:31:37
20241003	uuid:8efda9f2-bac2-44aa-a5f1-c268c0df93d7	1677	44240322	11	Yes	Yes	Yes			4 5 2	Yes all of them	Every day	2 3 4 5 7 9		0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	Kvemo Kartli	Urban	2024-10-03T11:57:00.000+04:00	1	1	2024	10	3	2024/10/03	2024/10/03	2024/10/03	2024/10/03 20:23:54	2024/10/03 11:51:31	2024/10/03 13:13:10
20241007	uuid:8f2853d3-e36f-4383-a296-a1c2032b637f	1522	38250473	8	Yes	Yes	Yes			4 5	Yes, but not all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-10-07T17:31:00.000+04:00	0	0	2024	10	7	2024/10/07	2024/10/07	2024/10/07	2024/10/07 19:53:01	2024/10/07 17:22:10	2024/10/07 18:13:08
20240929	uuid:8f3268ec-432f-487f-9f96-271f01ea1631	1710	29110144	7	Yes	No	No	1			No	Never			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Kakheti	Urban	2024-09-29T12:24:00.000+04:00	3	3	2024	9	29	2024/09/29	2024/09/29	2024/09/29	2024/09/29 13:35:37	2024/09/29 12:19:23	2024/09/29 13:07:01
20240907	uuid:8f3f23db-2670-4cef-95bf-b8b8105b0d9e	1329	35290131	8	Yes	Yes	Yes			4 2	Yes all of them	Every day	1 2 4		0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	Racha-Lechkhumi and Kvemo Svaneti	Urban	2024-09-07T15:01:00.000+04:00	1	1	2024	9	7	2024/09/07	2024/09/07	2024/09/07	2024/09/07 21:03:50	2024/09/07 14:59:46	2024/09/07 15:34:35
20240924	uuid:8f6836dc-d042-4bf1-a40c-79be75ccdaf7	1302	26110135	11	Yes	No	No	2			No	Never			0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Imereti	Urban	2024-09-24T18:12:00.000+04:00	1	1	2024	9	24	2024/09/24	2024/09/24	2024/09/24	2024/09/24 23:39:38	2024/09/24 18:10:09	2024/09/24 18:56:34
20241021	uuid:8f698bc8-fad6-43c6-96c7-2ac754ca8daf	1318	26330354	2	Yes	Yes	Yes			4	Yes all of them	Every day	4 3 2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Imereti	Rural	2024-10-21T12:10:00.000+04:00	0	0	2024	10	21	2024/10/21	2024/10/21	2024/10/21	2024/10/21 18:45:44	2024/10/21 12:07:26	2024/10/21 12:42:19
20240925	uuid:8f7bffa2-1fc5-40ca-981f-96c75c3958a6	1141	47240862	4	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Shida Kartli Region	Rural	2024-09-25T15:32:00.000+04:00	1	1	2024	9	25	2024/09/25	2024/09/25	2024/09/25	2024/09/25 21:07:15	2024/09/25 15:26:27	2024/09/25 16:20:25
20240901	uuid:8f855614-ac7e-44a3-8eba-d49ab809f81f	1312	35230135	8	Yes	No	No	7			No	Never			0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Racha-Lechkhumi and Kvemo Svaneti	Rural	2024-09-01T14:34:00.000+04:00	0	0	2024	9	1	2024/09/01	2024/09/01	2024/09/01	2024/09/01 19:46:20	2024/09/01 14:28:10	2024/09/01 14:54:33
20240918	uuid:90052dc0-58b7-4b46-9e71-ecdf63277932	1513	38340244	4	Yes	No	No	7			No	Never			0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-09-18T11:13:00.000+04:00	0	0	2024	9	18	2024/09/18	2024/09/18	2024/09/18	2024/09/18 21:19:54	2024/09/18 11:08:24	2024/09/18 12:35:36
20240915	uuid:9048a979-b264-427d-a1f8-058d66292c08	1611	44280143	16	Yes	Yes	No			4	No	Every day	4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Kvemo Kartli	Rural	2024-09-15T18:35:00.000+04:00	1	1	2024	9	15	2024/09/15	2024/09/15	2024/09/15	2024/09/15 23:29:32	2024/09/15 18:33:13	2024/09/15 18:59:42
20240928	uuid:90742ba6-2e23-495c-a720-8ef96feb65ff	1305	26110552	23	Yes	No	No	7			No	Never			0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Imereti	Urban	2024-09-28T18:53:00.000+04:00	1	1	2024	9	28	2024/09/28	2024/09/28	2024/09/28	2024/09/28 22:03:35	2024/09/28 18:41:29	2024/09/28 19:27:35
20240912	uuid:90b8c493-98e5-4afb-b392-afdbb4abb575	1316	26400342	8	Yes	No	No	7			No	Never			0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Imereti	Rural	2024-09-12T18:50:00.000+04:00	1	1	2024	9	12	2024/09/12	2024/09/12	2024/09/12	2024/09/12 19:18:20	2024/09/12 18:45:10	2024/09/12 19:13:53
20240917	uuid:90dd5874-ae9e-4b03-b4d0-8b5f6d5f3130	1102	47110325	10	Yes	No	No	7			No	Never			0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shida Kartli Region	Urban	2024-09-17T14:23:00.000+04:00	1	1	2024	9	17	2024/09/17	2024/09/17	2024/09/17	2024/09/17 15:54:28	2024/09/17 14:21:26	2024/09/17 14:44:50
20240917	uuid:90e4a9ed-9714-42d2-a1b4-33fff71bc8ec	1102	47110325	8	Yes	Yes	Yes			4 2	Yes all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Shida Kartli Region	Urban	2024-09-17T12:52:00.000+04:00	0	0	2024	9	17	2024/09/17	2024/09/17	2024/09/17	2024/09/17 15:54:27	2024/09/17 12:50:03	2024/09/17 13:22:55
20240925	uuid:90ecf527-5ec7-4c3f-be90-3d5a2e47daeb	1219	41330243	1	Yes	Yes	No			4	No	Every day	4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Samtskhe–Javakheti	Rural	2024-09-25T11:30:00.000+04:00	1	1	2024	9	25	2024/09/25	2024/09/25	2024/09/25	2024/09/25 16:58:46	2024/09/25 11:28:42	2024/09/25 11:59:10
20240922	uuid:91c132e0-cf40-4a38-b2da-64a98a42bdd6	1361	26440252	6	Yes	Yes	No			4 2	No	Every day	2 4 3		0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Imereti	Rural	2024-09-22T13:49:00.000+04:00	1	1	2024	9	25	2024/09/25	2024/09/22	2024/09/22	2024/09/25 10:11:19	2024/09/22 13:47:03	2024/09/22 14:23:57
20241005	uuid:91fe2953-e316-4324-a0b3-a4099952a271	1522	38250132	16	Yes	No	Yes			4	Yes, but not all of them	A few times a week	2 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-10-05T14:56:00.000+04:00	1	1	2024	10	5	2024/10/05	2024/10/05	2024/10/05	2024/10/05 19:07:46	2024/10/05 14:48:44	2024/10/05 15:28:47
20241023	uuid:9200fd08-2c2b-4221-983d-bac4135992e7	1633	44110664	1	Yes	Yes	Yes			1 4	Yes all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Kvemo Kartli	Urban	2024-10-23T15:13:00.000+04:00	0	0	2024	10	23	2024/10/23	2024/10/23	2024/10/23	2024/10/23 20:37:20	2024/10/23 15:08:30	2024/10/23 15:59:12
20240909	uuid:921d6e81-e1ef-4c21-8e45-2b04648dd30c	1637	44110635	1	Yes	Yes	Yes			5 4 2	No	Every day	2 3 4		0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	Kvemo Kartli	Urban	2024-09-09T11:56:00.000+04:00	2	2	2024	9	9	2024/09/09	2024/09/09	2024/09/09	2024/09/09 21:01:02	2024/09/09 11:34:38	2024/09/09 13:14:52
20240921	uuid:922346b5-816f-4372-b06d-c41ac833e8a6	1318	26270254	8	Yes	No	No	1			No	Never			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Imereti	Rural	2024-09-21T11:18:00.000+04:00	0	0	2024	9	21	2024/09/21	2024/09/21	2024/09/21	2024/09/21 22:23:43	2024/09/21 11:13:53	2024/09/21 11:50:58
20241023	uuid:925b2a94-19cd-4a66-a9ba-74e115b6d00c	1313	26380425	8	Yes	No	Yes			4	Yes, but not all of them	Every day	2 4 3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Imereti	Rural	2024-10-23T12:02:00.000+04:00	1	1	2024	10	23	2024/10/23	2024/10/23	2024/10/23	2024/10/23 17:31:50	2024/10/23 11:58:41	2024/10/23 13:12:03
20240905	uuid:92938a84-694b-46db-885d-d110f6f5a596	1501	38340124	17	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2 1 4 5 8		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	Samegrelo-Zemo Svaneti	Urban	2024-09-05T18:58:00.000+04:00	1	1	2024	9	5	2024/09/05	2024/09/05	2024/09/05	2024/09/05 23:30:32	2024/09/05 18:48:29	2024/09/05 20:39:00
20240917	uuid:92a39334-0573-4c4f-ae59-925076c196b3	1879	11290452	21	Yes	Yes	Yes			4 2	Yes all of them	Every day	1 2 3 4 5		0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	Tbilisi	Urban	2024-09-17T14:05:00.000+04:00	1	1	2024	9	17	2024/09/17	2024/09/17	2024/09/17	2024/09/17 17:53:25	2024/09/17 13:56:33	2024/09/17 15:05:16
20240925	uuid:92a92ac0-b55e-4ee4-a806-269058de02bf	1102	47110283	8	Yes	Yes	Yes			4	Yes all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Shida Kartli Region	Urban	2024-09-25T13:58:00.000+04:00	1	1	2024	9	26	2024/09/26	2024/09/25	2024/09/25	2024/09/26 12:37:00	2024/09/25 13:56:05	2024/09/25 14:43:27
20240923	uuid:92c51bd0-cb07-40c6-8dd7-1ccf1adadd60	1139	47240414	6	Yes	Yes	Yes			4	Yes, but not all of them	Every day	3 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	Shida Kartli Region	Rural	2024-09-23T14:15:00.000+04:00	1	1	2024	9	23	2024/09/23	2024/09/23	2024/09/23	2024/09/23 20:31:20	2024/09/23 14:13:43	2024/09/23 15:18:36
20240913	uuid:9308588d-0097-4a38-9c35-b0ba1fc49dbc	1511	38280115	13	Yes	No	Yes			4	Yes, but not all of them	A few times a month	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-09-13T15:25:00.000+04:00	1	1	2024	9	13	2024/09/13	2024/09/13	2024/09/13	2024/09/14 01:06:53	2024/09/13 15:22:33	2024/09/13 17:01:55
20240925	uuid:932faa1d-7f7b-406b-a46e-66bc197dcf6d	1249	41330243	5	Yes	Yes	Yes			4	Yes, but not all of them	Every day	3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	Samtskhe–Javakheti	Rural	2024-09-25T12:57:00.000+04:00	0	0	2024	9	25	2024/09/25	2024/09/25	2024/09/25	2024/09/25 21:05:09	2024/09/25 12:55:28	2024/09/25 13:24:26
20240831	uuid:93930293-2021-46dc-bf21-aa4a1a171a95	1669	44260274	3	Yes	Yes	Yes			4	No	Every day	4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Kvemo Kartli	Rural	2024-08-31T11:22:00.000+04:00	2	2	2024	9	3	2024/09/03	2024/08/31	2024/08/31	2024/09/03 20:37:57	2024/08/31 11:17:16	2024/08/31 12:41:16
20240917	uuid:93bbef01-0b04-4da9-a445-b88fca0c683a	1501	38340141	5	Yes	Yes	Yes			1 4	Yes all of them	Every day	10		0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Samegrelo-Zemo Svaneti	Rural	2024-09-17T12:12:00.000+04:00	21	21	2024	9	17	2024/09/17	2024/09/17	2024/09/17	2024/09/17 20:19:14	2024/09/17 12:09:11	2024/09/17 13:35:25
20241005	uuid:9406bddc-c463-4c58-b16f-3d336f6017a2	1522	38250132	18	Yes	Yes	Yes			4 5	Yes, but not all of them	Every day	1 2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-10-05T15:57:00.000+04:00	1	1	2024	10	5	2024/10/05	2024/10/05	2024/10/05	2024/10/05 19:07:47	2024/10/05 15:52:56	2024/10/05 16:46:59
20240919	uuid:9424b5a9-0ec0-4d1a-b832-9fc4a78237e2	1833	11250761	12	Yes	Yes	Yes			4	No	Every day	3 2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	Tbilisi	Urban	2024-09-19T14:03:00.000+04:00	1	1	2024	9	19	2024/09/19	2024/09/19	2024/09/19	2024/09/19 17:05:47	2024/09/19 14:00:04	2024/09/19 15:10:29
20241010	uuid:947c346f-c6fc-4e9d-bb61-5fcae586abd4	1307	26110435	12	Yes	Yes	Yes			4 1	Yes, but not all of them	Every day	2 7		0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	Imereti	Urban	2024-10-10T16:25:00.000+04:00	1	1	2024	10	10	2024/10/10	2024/10/10	2024/10/10	2024/10/10 19:40:02	2024/10/10 16:22:51	2024/10/10 17:05:29
20240914	uuid:94940d14-efe3-4b3c-afcc-cbd0ce6f4f9e	1305	26110613	5	Yes	Yes	Yes			4 5	Yes, but not all of them	Every day	2 3 4 5		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	Imereti	Urban	2024-09-14T16:58:00.000+04:00	2	2	2024	9	14	2024/09/14	2024/09/14	2024/09/14	2024/09/15 00:59:27	2024/09/14 16:56:59	2024/09/14 17:58:34
20241024	uuid:94977b9f-28ac-427b-b7b7-ea5599a3119e	1825	11580974	3	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2 3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	Tbilisi	Urban	2024-10-24T15:12:00.000+04:00	1	1	2024	10	24	2024/10/24	2024/10/24	2024/10/24	2024/10/24 21:34:31	2024/10/24 15:09:17	2024/10/24 16:29:33
20240911	uuid:94afb1c0-7016-47f3-9296-62238ca46e7a	1637	44110634	5	Yes	Yes	Yes			1 5 4	Yes all of them	Every day	2 3 4 5		0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	Kvemo Kartli	Urban	2024-09-11T12:53:00.000+04:00	1	1	2024	9	11	2024/09/11	2024/09/11	2024/09/11	2024/09/11 17:35:09	2024/09/11 12:45:26	2024/09/11 14:16:11
20241020	uuid:94fa552a-fec3-4707-a9ba-259e64b11153	1717	29320223	10	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2 4 3 5 6		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	Kakheti	Rural	2024-10-20T18:55:00.000+04:00	1	1	2024	10	20	2024/10/20	2024/10/20	2024/10/20	2024/10/20 19:58:50	2024/10/20 18:53:19	2024/10/20 19:47:43
20240831	uuid:9503c648-2170-47b7-bf61-f01d034633f9	1519	38140171	1	Yes	Yes	Yes			2 4 5	Yes all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Urban	2024-08-31T16:53:00.000+04:00	2	2	2024	8	31	2024/08/31	2024/08/31	2024/08/31	2024/08/31 19:35:09	2024/08/31 16:46:32	2024/08/31 17:52:45
20241013	uuid:95424618-fed9-4e64-96d3-c4a2338896d1	1107	47260263	8	Yes	Yes	Yes			2 4	Yes, but not all of them	Every day	1 2 3 4 5 6 7		0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	Shida Kartli Region	Urban	2024-10-13T16:44:00.000+04:00	2	2	2024	10	13	2024/10/13	2024/10/13	2024/10/13	2024/10/13 17:55:01	2024/10/13 16:41:19	2024/10/13 17:54:40
20241005	uuid:956a47e8-6ceb-4369-9cfc-6696d91415bf	1520	38250132	8	Yes	Yes	Yes			4	No	A few times a week	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-10-05T14:46:00.000+04:00	1	1	2024	10	5	2024/10/05	2024/10/05	2024/10/05	2024/10/05 17:07:40	2024/10/05 14:44:54	2024/10/05 15:58:05
20240905	uuid:958bad90-7ffb-42a1-a724-0d1375f9f94e	1201	41290324	4	Yes	Yes	Yes			4	Yes, but not all of them	Every day	3 4 2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Samtskhe–Javakheti	Urban	2024-09-05T12:26:00.000+04:00	1	1	2024	9	5	2024/09/05	2024/09/05	2024/09/05	2024/09/05 13:58:44	2024/09/05 12:24:10	2024/09/05 13:08:03
20240923	uuid:95989c0c-5067-4047-af40-41a2273fb35a	1305	26110552	2	Yes	Yes	Yes			1 4 5	Yes all of them	Every day	1 2 3 4 5		0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	Imereti	Urban	2024-09-23T17:48:00.000+04:00	1	1	2024	9	23	2024/09/23	2024/09/23	2024/09/23	2024/09/23 21:13:19	2024/09/23 17:43:34	2024/09/23 18:38:50
20241019	uuid:95afa753-8612-4d31-919d-7d352b453aaa	1124	47260115	9	Yes	No	Yes			4	Yes, but not all of them	Every day	1 3 4 2 5		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	Shida Kartli Region	Rural	2024-10-19T12:14:00.000+04:00	0	0	2024	10	19	2024/10/19	2024/10/19	2024/10/19	2024/10/19 18:06:44	2024/10/19 12:12:26	2024/10/19 12:29:04
20240907	uuid:95d6498a-e895-478c-91c9-607e49286481	1201	41310241	17	Yes	No	Yes			4	Yes, but not all of them	Every day	2 3 96	Komunikacia	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	Samtskhe–Javakheti	Rural	2024-09-07T16:02:00.000+04:00	1	1	2024	9	7	2024/09/07	2024/09/07	2024/09/07	2024/09/07 23:09:53	2024/09/07 16:00:23	2024/09/07 16:35:27
20240907	uuid:964ce9f2-3da4-4d8f-9bd0-67e5411d5a22	1220	41270235	8	Yes	Yes	Yes			4	Yes all of them	Every day	2 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	Samtskhe–Javakheti	Rural	2024-09-07T16:05:00.000+04:00	1	1	2024	9	8	2024/09/08	2024/09/07	2024/09/07	2024/09/08 11:22:48	2024/09/07 16:02:36	2024/09/07 16:37:37
20240908	uuid:969815fd-ea55-402d-84ec-17295e4f447c	1324	26350244	5	Yes	No	Yes			4	Yes, but not all of them	Every day	4 3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	Imereti	Rural	2024-09-08T09:59:00.000+04:00	3	3	2024	9	8	2024/09/08	2024/09/08	2024/09/08	2024/09/08 17:53:18	2024/09/08 09:55:54	2024/09/08 11:25:00
20240917	uuid:969bf9d6-dd29-41b6-bc5b-e50af05abdca	1318	26270152	14	Yes	Yes	Yes			4 1	Yes all of them	Every day	2 4		0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	Imereti	Urban	2024-09-17T18:27:00.000+04:00	1	1	2024	9	17	2024/09/17	2024/09/17	2024/09/17	2024/09/17 20:56:43	2024/09/17 18:18:32	2024/09/17 19:09:34
20240907	uuid:9710ce5a-76c3-4052-a9b1-f1518f33cbec	1324	26350244	1	Yes	Yes	No			4	No	Every day	4 3 2 7		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	Imereti	Rural	2024-09-07T13:39:00.000+04:00	1	1	2024	9	7	2024/09/07	2024/09/07	2024/09/07	2024/09/07 19:43:28	2024/09/07 13:36:29	2024/09/07 14:45:26
20240924	uuid:974ff906-6671-4568-9459-e5cb1cd150c9	1324	26350361	1	Yes	No	Yes			4	Yes, but not all of them	Every day	4 3 2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Imereti	Rural	2024-09-24T10:41:00.000+04:00	1	1	2024	9	24	2024/09/24	2024/09/24	2024/09/24	2024/09/24 17:23:46	2024/09/24 10:36:15	2024/09/24 11:42:29
20241022	uuid:978605b4-a4a6-4f14-9559-99e34a2684aa	1819	11330343	1	Yes	Yes	Yes			4 2 1 5	Yes all of them	Every day	2 3 4 5 1		0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	Tbilisi	Urban	2024-10-22T12:54:00.000+04:00	1	1	2024	10	22	2024/10/22	2024/10/22	2024/10/22	2024/10/22 19:13:07	2024/10/22 12:42:47	2024/10/22 14:13:29
20241022	uuid:97f0bbe2-37f8-49af-930a-16f0e0daab5f	1742	29260312	5	Yes	Yes	Yes			4 5	Yes, but not all of them	Every day	2 3 4 5		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	Kakheti	Rural	2024-10-22T17:03:00.000+04:00	1	1	2024	10	22	2024/10/22	2024/10/22	2024/10/22	2024/10/22 19:47:48	2024/10/22 17:01:38	2024/10/22 17:53:53
20240927	uuid:982a51c7-9bb3-4b31-9ad0-cd49358aa9c8	1108	47280354	6	Yes	Yes	Yes			4 1	Yes, but not all of them	Every day	1 2 3 4 8 5		0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	Shida Kartli Region	Urban	2024-09-27T13:25:00.000+04:00	1	1	2024	9	27	2024/09/27	2024/09/27	2024/09/27	2024/09/27 23:09:39	2024/09/27 13:23:36	2024/09/27 14:10:58
20240917	uuid:9854f121-3644-4a50-93b8-0a58e1a6510b	1677	44240473	28	Yes	Yes	Yes			4 5 1	Yes all of them	Every day	2 1 3 5 6 7		0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	Kvemo Kartli	Rural	2024-09-17T17:21:00.000+04:00	1	1	2024	9	18	2024/09/18	2024/09/17	2024/09/17	2024/09/18 08:00:39	2024/09/17 17:18:02	2024/09/17 18:25:42
20240907	uuid:9864f805-d308-44df-ae3d-7caaa7e3e3a6	1320	35290131	9	Yes	No	No	7			No	Never			0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Racha-Lechkhumi and Kvemo Svaneti	Urban	2024-09-07T15:08:00.000+04:00	0	0	2024	9	7	2024/09/07	2024/09/07	2024/09/07	2024/09/07 21:03:58	2024/09/07 14:47:34	2024/09/07 15:31:22
20241019	uuid:9883d555-e782-483f-92a7-b268a83d9ccf	1450	23110553	1	Yes	Yes	No			4 2	Yes all of them	Every day	4 1		0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	Guria	Urban	2024-10-19T12:32:00.000+04:00	1	1	2024	10	19	2024/10/19	2024/10/19	2024/10/19	2024/10/19 23:03:06	2024/10/19 12:28:45	2024/10/19 13:02:03
20241002	uuid:988e367d-b564-468d-827a-87e624b83c94	1302	26110333	1	Yes	Yes	Yes			4 1	Yes, but not all of them	Every day	2 3 5		0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	Imereti	Urban	2024-10-02T15:40:00.000+04:00	1	1	2024	10	3	2024/10/03	2024/10/02	2024/10/02	2024/10/03 18:19:01	2024/10/02 15:33:07	2024/10/02 16:35:23
20240925	uuid:98a1e979-7e88-47d8-ba6f-f5c0c2b9746e	1361	26440162	3	Yes	Yes	Yes			5 4	No	Every day	4 3 2		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	Imereti	Urban	2024-09-25T15:17:00.000+04:00	1	1	2024	9	25	2024/09/25	2024/09/25	2024/09/25	2024/09/25 18:58:46	2024/09/25 15:15:23	2024/09/25 16:00:41
